ics_title,facility_title,standard_title,standard_stage,facility_description,standard_status,is_deleted
11.100,11.100.10,ISO 18113-2:2022,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 18113-3:2009,95.99,In vitro diagnostic test systems,Withdrawn,False
11.100,11.100.10,ISO 18113-3:2022,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 18113-4:2009,95.99,In vitro diagnostic test systems,Withdrawn,False
11.100,11.100.10,ISO 18113-4:2022,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 18113-5:2009,95.99,In vitro diagnostic test systems,Withdrawn,False
11.100,11.100.10,ISO 18113-5:2022,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 18153:2003,90.93,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 19001:2002,95.99,In vitro diagnostic test systems,Withdrawn,False
11.100,11.100.10,ISO 19001:2013,90.93,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20166-1:2018,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20166-2:2018,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20166-3:2018,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20166-4:2021,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20184-1:2018,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20184-2:2018,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20184-3:2021,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20186-1:2019,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20186-2:2019,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20186-3:2019,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 20916:2019,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 21151:2020,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 21474-1:2020,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 21474-2:2022,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO/CD 21474-3,30.60,In vitro diagnostic test systems,Under development,False
11.100,11.100.10,ISO 23118:2021,60.60,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 23640:2011,90.20,In vitro diagnostic test systems,Published,False
11.100,11.100.10,ISO 29701:2010,90.93,In vitro diagnostic test systems,Published,False
11.100,11.100.20,ISO 10993-1:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-1:2009,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-1:2009/Cor 1:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-1:2018,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-2:1992,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-2:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-2:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-3:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-3:2014,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/CD 10993-3,30.98,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Deleted,False
11.100,11.100.20,ISO 10993-4:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-4:2002/Amd 1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-4:2017,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-4:2017/AWI Amd 1,20.00,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,False
11.100,11.100.20,ISO 10993-5:1999,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-5:2009,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-6:1994,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-6:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-6:2016,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-7:1995,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-7:2008,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.040,11.040.01,ISO/TS 19218-2:2012,95.99,Medical equipment in general,Withdrawn,False
11.100,11.100.20,ISO 10993-7:2008/Amd 1:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-7:2008/Cor 1:2009,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/CD 10993-7,30.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,False
11.100,11.100.20,ISO 10993-8:2000,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-9:1999,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-9:2009,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-9:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-10:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-10:2002/Amd 1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-10:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-10:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-11:1993,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-11:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-11:2017,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-12:2002,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-12:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-12:2012,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-12:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-13:1998,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-13:2010,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-14:2001,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-15:2000,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-15:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-16:1997,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-16:2010,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-16:2017,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-17:2002,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-17,60.00,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,False
11.100,11.100.20,ISO 10993-18:2005,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 10993-18:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-18:2020/Amd 1:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TS 10993-19:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO/TS 10993-19:2020,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TS 10993-20:2006,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TR 10993-22:2017,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 10993-23:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TR 10993-33:2015,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TR 10993-55:2023,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TS 11796,60.00,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Under development,False
11.100,11.100.20,ISO 13022:2012,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 14155-1:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 14155-2:2003,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 14155:2011,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 14155:2011/Cor 1:2011,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 14155:2020,90.92,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TR 15499:2012,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO/TR 15499:2016,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO/TS 16782:2016,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.040,11.040.01,IEC 62366-1:2015,90.93,Medical equipment in general,Published,False
11.100,11.100.20,ISO 17593:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 17593:2022,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 20776-1:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 20776-1:2019,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 20776-2:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 20776-2:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TS 20993:2006,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO/TR 21582:2021,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TS 21726:2019,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 22442-1:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 22442-1:2015,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 22442-1:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 22442-2:2007,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 22442-2:2015,95.99,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Withdrawn,False
11.100,11.100.20,ISO 22442-2:2020,60.60,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO 22442-3:2007,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.20,ISO/TR 22442-4:2010,90.93,"Biological evaluation of medical devicesMedical microbiology, see 07.100.10",Published,False
11.100,11.100.30,ISO/PAS 18873:1999,95.99,Analysis of blood and urineIncluding doping control,Withdrawn,False
11.100,11.100.99,ISO 7405:1997,95.99,Other standards related to laboratory medicine,Withdrawn,False
11.100,11.100.99,ISO 7405:2008,95.99,Other standards related to laboratory medicine,Withdrawn,False
11.100,11.100.99,ISO 7405:2008/Amd 1:2013,95.99,Other standards related to laboratory medicine,Withdrawn,False
11.100,11.100.99,ISO 7405:2018,90.92,Other standards related to laboratory medicine,Published,False
